"","chemical","program","Year","state","measurements","type","value","carcinogen","hormone_disruptor","neurotoxins","developmental_or_reproductive_toxins","bee_toxins","toxicity_human_bee"
"320","BIFENTHRIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.05,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"321","BIFENTHRIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"322","BIFENTHRIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"323","BIFENTHRIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.4,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"324","BIFENTHRIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"325","BIFENTHRIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"326","BIFENTHRIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",2700,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"327","BIFENTHRIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.162,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"328","BIFENTHRIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"329","BIFENTHRIN","SURVEY",2016,"WASHINGTON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"330","BIFENTHRIN","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"331","BIFENTHRIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"332","BIFENTHRIN","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",44,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"333","BIFENTHRIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"334","BIFENTHRIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.5,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"335","BIFENTHRIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.5,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"336","BIFENTHRIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.109,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"337","BIFENTHRIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.117,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"338","BIFENTHRIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"339","BIFENTHRIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.163,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"340","BIFENTHRIN","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",35,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"341","BIFENTHRIN","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",58,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"342","BIFENTHRIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.163,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"343","BIFENTHRIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.7,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"344","BIFENTHRIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",7300,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"345","BIFENTHRIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"346","BIFENTHRIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",800,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"347","BIFENTHRIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.346,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"348","BIFENTHRIN","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"349","BIFENTHRIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"350","BIFENTHRIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",300,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"351","BIFENTHRIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.107,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"352","BIFENTHRIN","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"353","BIFENTHRIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",3.2,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"354","BIFENTHRIN","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"355","BIFENTHRIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.098,"POSSIBLE","SUSPECTED","UNKNOWN","PRESENT","HIGH",1
"356","BLAD","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"357","BLAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"358","BLAD","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"359","BLAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.689,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"360","BLAD","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",17,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"361","BLAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"362","BLAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.533,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"363","BLAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1200,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"364","BLAD","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"365","BLAD","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"366","BLAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"367","BLAD","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"368","BLAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",4400,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"369","BLAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"370","BLAD","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"371","BLAD","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",6,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"372","BLAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.54,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"373","BLAD","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.3,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"374","BLAD","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.482,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"375","BLAD","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"376","BORAX_DECAHYDRATE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"377","BORAX_DECAHYDRATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"378","BORAX_DECAHYDRATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"379","BORAX_DECAHYDRATE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"380","BORAX_DECAHYDRATE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"381","BORAX_DECAHYDRATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"382","BORAX_DECAHYDRATE","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"383","BORAX_DECAHYDRATE","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"384","BORAX_DECAHYDRATE","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",18,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"385","BORAX_DECAHYDRATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"386","BORAX_DECAHYDRATE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",300,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"387","BORAX_DECAHYDRATE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.023,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"388","BORAX_DECAHYDRATE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2.3,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"389","BORAX_DECAHYDRATE","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.051,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"390","BORAX_DECAHYDRATE","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"391","BOSCALID","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"392","BOSCALID","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.358,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"393","BOSCALID","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.352,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"394","BOSCALID","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1800,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"395","BOSCALID","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"396","BOSCALID","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.583,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"397","BOSCALID","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.6,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"398","BOSCALID","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.317,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"399","BOSCALID","SURVEY",2016,"WASHINGTON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",53,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"400","BOSCALID","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.565,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"401","BOSCALID","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"402","BOSCALID","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"403","BOSCALID","SURVEY",2016,"OREGON"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"404","BOSCALID","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.7,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"405","BOSCALID","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"406","BOSCALID","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"407","BOSCALID","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.337,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"408","BOSCALID","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.508,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"409","BOSCALID","SURVEY",2016,"OREGON"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"410","BOSCALID","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",49,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"411","BOSCALID","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.5,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"412","BOSCALID","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"413","BOSCALID","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",11000,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"414","BOSCALID","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"415","BOSCALID","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.276,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"416","BOSCALID","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",9,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"417","BOSCALID","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",34,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"418","BOSCALID","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.1,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"419","BOSCALID","SURVEY",2016,"WASHINGTON"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",100,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"420","BOSCALID","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",6200,"POSSIBLE","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",1
"421","BT_KURSTAK_ABTS-1857","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",16,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"422","BT_KURSTAK_ABTS-1857","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"423","BT_KURSTAK_ABTS-1857","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",43,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"424","BT_KURSTAK_ABTS-1857","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"425","BT_KURSTAK_ABTS-1857","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"426","BT_KURSTAK_ABTS-1857","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"427","BT_KURSTAK_ABTS-1857","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"428","BT_KURSTAK_ABTS-1857","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"429","BT_KURSTAK_ABTS-1857","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",2.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"430","BT_KURSTAK_ABTS-1857","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",36,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"431","BT_KURSTAK_ABTS-1857","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"432","BT_KURSTAK_ABTS-1857","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"433","BT_KURSTAK_ABTS-1857","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"434","BT_KURSTAK_ABTS-1857","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"435","BT_KURSTAK_ABTS-1857","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"436","BT_KURSTAK_ABTS-1857","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"437","BT_KURSTAK_ABTS-1857","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"438","BT_KURSTAK_ABTS-1857","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"439","BT_KURSTAK_ABTS-1857","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"440","BT_KURSTAK_ABTS-1857","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"441","BT_KURSTAK_ABTS-1857","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"442","BT_KURSTAK_ABTS-1857","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
